Year,Value,Units,Series
2013,5.9,PT,ST_GDP_ZS
2020,3.8,PT,ST_GDP_ZS
2011,5.5,PT,ST_GDP_ZS
2019,6.4,PT,ST_GDP_ZS
2015,6.3,PT,ST_GDP_ZS
2018,6.3,PT,ST_GDP_ZS
2022,5.5,PT,ST_GDP_ZS
2012,5.8,PT,ST_GDP_ZS
2014,6.1,PT,ST_GDP_ZS
2017,6.4,PT,ST_GDP_ZS
2016,6.5,PT,ST_GDP_ZS
2010,5.4,PT,ST_GDP_ZS
2021,4.0,PT,ST_GDP_ZS
2013,0.6,PT,Turismoak sortutako BPGren hazkunde-tasa
2011,2.2,PT,Turismoak sortutako BPGren hazkunde-tasa
2022,49.3,PT,Turismoak sortutako BPGren hazkunde-tasa
2021,16.6,PT,Turismoak sortutako BPGren hazkunde-tasa
2012,3.2,PT,Turismoak sortutako BPGren hazkunde-tasa
2019,4.0,PT,Turismoak sortutako BPGren hazkunde-tasa
2020,-46.5,PT,Turismoak sortutako BPGren hazkunde-tasa
2016,6.4,PT,Turismoak sortutako BPGren hazkunde-tasa
2018,2.6,PT,Turismoak sortutako BPGren hazkunde-tasa
2014,4.3,PT,Turismoak sortutako BPGren hazkunde-tasa
2015,8.3,PT,Turismoak sortutako BPGren hazkunde-tasa
2017,2.9,PT,Turismoak sortutako BPGren hazkunde-tasa
