Year,Series,Units,Value
2014,AG_LND_FOVH,Porcentaje,27.7
2015,AG_LND_FOVH,Porcentaje,30.2
2016,AG_LND_FOVH,Porcentaje,20.5
2017,AG_LND_FOVH,Porcentaje,24.6
2018,AG_LND_FOVH,Porcentaje,23.5
2019,AG_LND_FOVH,Porcentaje,28.4
2020,AG_LND_FOVH,Porcentaje,18.4
2021,AG_LND_FOVH,Porcentaje,16.8
2022,AG_LND_FOVH,Porcentaje,16.9
2016,AG_LND_NFI,Porcentaje,98.8
2017,AG_LND_NFI,Porcentaje,97.7
2018,AG_LND_NFI,Porcentaje,99.1
2019,AG_LND_NFI,Porcentaje,99.9
2020,AG_LND_NFI,Porcentaje,99.8
2021,AG_LND_NFI,Porcentaje,99.4
2022,AG_LND_NFI,Porcentaje,97.8
